species,latitude,longitude,datasource,year
Eiseniella tetraedra,51.517735,5.926615,GBIF,1982
Eiseniella tetraedra,51.295449,6.092888,GBIF,1999
Eiseniella tetraedra,51.738227,5.946041,GBIF,2008
Eiseniella tetraedra,52.431917,6.867222,GBIF,2008
Eiseniella tetraedra,52.305482,6.900342,GBIF,1982
Eiseniella tetraedra,52.414063,6.890895,GBIF,1993
Eiseniella tetraedra,52.316488,6.978194,GBIF,1994
Eiseniella tetraedra,52.269011,7.027822,GBIF,1984
Eiseniella tetraedra,50.858265,6.053708,GBIF,1986
Eiseniella tetraedra,50.948214,5.838559,GBIF,2003
Eiseniella tetraedra,50.88561,5.82108,GBIF,1986
Eiseniella tetraedra,51.437986,3.820055,GBIF,1986
Eiseniella tetraedra,52.105709,6.119954,GBIF,1990
Eiseniella tetraedra,52.38566,5.730919,GBIF,1987
Eiseniella tetraedra,52.224256,5.559171,GBIF,1983
Eiseniella tetraedra,50.940696,5.752838,GBIF,1981
Eiseniella tetraedra,52.574365,6.608365,GBIF,2003
Eiseniella tetraedra,50.893966,5.871856,GBIF,1981
Eiseniella tetraedra,52.2434,6.677173,GBIF,1985
Eiseniella tetraedra,52.389522,4.593507,GBIF,1998
Eiseniella tetraedra,51.190239,5.95187,GBIF,1997
Eiseniella tetraedra,51.481786,4.829792,GBIF,2000
Eiseniella tetraedra,51.510003,4.82815,GBIF,1996
Eiseniella tetraedra,52.303511,6.766897,GBIF,1985
Eiseniella tetraedra,52.414729,6.932064,GBIF,1985
Eiseniella tetraedra,51.805924,4.031949,GBIF,2010
Eiseniella tetraedra,53.174277,6.305634,GBIF,2001
Eiseniella tetraedra,51.295809,6.092893,GBIF,1987
Eiseniella tetraedra,52.416945,6.805227,GBIF,2008
Eiseniella tetraedra,52.323788,6.949804,GBIF,2008
Eiseniella tetraedra,53.175637,6.304017,GBIF,2005
Eiseniella tetraedra,52.301858,7.018698,GBIF,1982
Eiseniella tetraedra,52.446388,6.869457,GBIF,2009
Eiseniella tetraedra,51.078166,5.831913,GBIF,1992
Eiseniella tetraedra,50.897204,5.879892,GBIF,1981
Eiseniella tetraedra,52.366231,6.993679,GBIF,1986
Eiseniella tetraedra,52.252913,6.960965,GBIF,2005
Eiseniella tetraedra,52.332766,7.025028,GBIF,1986
Eiseniella tetraedra,51.168361,6.08713,GBIF,1996
Eiseniella tetraedra,51.089497,5.965263,GBIF,2005
Eiseniella tetraedra,52.303594,5.999617,GBIF,1983
Eiseniella tetraedra,52.105608,6.029452,GBIF,2000
Eiseniella tetraedra,52.319521,5.704652,GBIF,2002
Eiseniella tetraedra,52.077878,5.387206,GBIF,1997
Eiseniella tetraedra,52.376182,6.006054,GBIF,2000
Eiseniella tetraedra,52.300664,5.721171,GBIF,2010
Eiseniella tetraedra,51.171521,6.087836,GBIF,1981
Eiseniella tetraedra,50.932069,5.988898,GBIF,1982
Eiseniella tetraedra,52.763647,6.749505,GBIF,2002
Eiseniella tetraedra,51.661711,5.432009,GBIF,1985
Eiseniella tetraedra,51.473028,4.860125,GBIF,1996
Eiseniella tetraedra,51.552388,4.379347,GBIF,1990
Eiseniella tetraedra,51.535229,4.821354,GBIF,1994
Eiseniella tetraedra,51.499317,4.793861,GBIF,1986
Eiseniella tetraedra,52.300205,6.368878,GBIF,2007
Eiseniella tetraedra,53.160393,7.158674,GBIF,2004
Eiseniella tetraedra,53.084262,6.648134,GBIF,2005
Eiseniella tetraedra,52.942212,6.853573,GBIF,2007
Eiseniella tetraedra,53.038796,6.815379,GBIF,2005
Eiseniella tetraedra,53.228108,6.350953,GBIF,2005
Eiseniella tetraedra,52.38851,6.869357,GBIF,2004
Eiseniella tetraedra,51.214933,6.039279,GBIF,2005
Eiseniella tetraedra,52.351385,7.018332,GBIF,2003
Eiseniella tetraedra,52.240279,6.992,GBIF,2009
Eiseniella tetraedra,51.078166,5.831913,GBIF,2007
Eiseniella tetraedra,51.025427,5.815511,GBIF,1996
Eiseniella tetraedra,52.379513,6.923595,GBIF,1984
Eiseniella tetraedra,51.148751,6.16295,GBIF,1984
Eiseniella tetraedra,50.779149,5.999093,GBIF,1984
Eiseniella tetraedra,51.770248,5.939584,GBIF,2008
Eiseniella tetraedra,52.39546,6.047755,GBIF,2006
Eiseniella tetraedra,51.874141,5.074911,GBIF,1997
Eiseniella tetraedra,52.411563,5.78256,GBIF,1987
Eiseniella tetraedra,51.824373,5.938507,GBIF,1994
Eiseniella tetraedra,51.591773,4.048988,GBIF,1986
Eiseniella tetraedra,52.107691,6.119257,GBIF,1990
Eiseniella tetraedra,52.159878,6.016204,GBIF,2004
Eiseniella tetraedra,52.52613,6.542483,GBIF,2002
Eiseniella tetraedra,52.3897,5.732419,GBIF,1997
Eiseniella tetraedra,52.23506,5.545306,GBIF,2010
Eiseniella tetraedra,52.551207,6.622763,GBIF,2000
Eiseniella tetraedra,51.720188,4.894439,GBIF,1992
Eiseniella tetraedra,51.590308,6.008549,GBIF,2010
Eiseniella tetraedra,51.514438,4.834578,GBIF,2007
Eiseniella tetraedra,52.517651,6.212234,GBIF,2006
Eiseniella tetraedra,52.206936,6.544146,GBIF,2003
Eiseniella tetraedra,52.877878,7.079678,GBIF,2008
Eiseniella tetraedra,53.015643,6.631317,GBIF,2005
Eiseniella tetraedra,53.287899,7.040703,GBIF,2003
Eiseniella tetraedra,51.116107,6.072224,GBIF,1988
Eiseniella tetraedra,51.911529,5.313928,GBIF,2008
Eiseniella tetraedra,51.821778,5.697947,GBIF,2003
Eiseniella tetraedra,52.240795,5.985576,GBIF,2007
Eiseniella tetraedra,52.448234,6.851056,GBIF,2002
Eiseniella tetraedra,52.425346,6.866532,GBIF,2008
Eiseniella tetraedra,52.144125,5.527744,GBIF,2007
Eiseniella tetraedra,50.934729,5.996045,GBIF,1982
Eiseniella tetraedra,50.770838,5.699491,GBIF,1992
Eiseniella tetraedra,51.770248,5.939584,GBIF,2008
Eiseniella tetraedra,51.997447,4.320662,GBIF,2002
Eiseniella tetraedra,52.084481,5.567386,GBIF,1983
Eiseniella tetraedra,51.969385,5.802668,GBIF,1994
Eiseniella tetraedra,51.968871,5.792913,GBIF,1997
Eiseniella tetraedra,50.902913,5.881901,GBIF,1981
Eiseniella tetraedra,52.611859,4.660963,GBIF,1999
Lumbricus terrestris,58.948231,5.676876,GBIF,2020
Aporrectodea rosea,59.928539,10.876236,GBIF,2013
Lumbricus terrestris,67.249199,15.344833,GBIF,2019
Lumbricus rubellus,59.195898,10.293202,GBIF,2017
Eiseniella tetraedra,59.948267,11.003545,GBIF,2020
Eiseniella tetraedra,59.942796,10.948253,GBIF,2010
Lumbricus rubellus,59.269309,10.457755,GBIF,2017
Lumbricus rubellus,63.626725,8.848055,GBIF,2018
Aporrectodea caliginosa,59.638341,10.846708,GBIF,2019
Enterion cyaneum,59.42753,5.285076,GBIF,2017
Aporrectodea caliginosa,59.17264,10.316693,GBIF,2018
Eiseniella tetraedra,59.936127,10.93115,GBIF,1995
Eiseniella tetraedra,59.922268,10.982246,GBIF,2000
Lumbricus rubellus,59.266256,10.410118,GBIF,2017
Bimastos eiseni,54.368255,-0.687278,GBIF,1977
Allolobophora chlorotica,53.416017,-1.18201,GBIF,1984
Bimastos rubidus,54.368255,-0.687278,GBIF,1977
Lumbricus terrestris,53.496558,-1.112852,GBIF,2001
Allolobophora chlorotica,53.416017,-1.18201,GBIF,1984
Aporrectodea longa,53.416017,-1.18201,GBIF,1984
Aporrectodea caliginosa,40.010561,3.878167,GBIF,2013
Dendrobaena veneta,58.931719,-3.088309,GBIF,2015
Enterion cyaneum,57.581386,-4.546363,GBIF,2010
Lumbricus rubellus,58.528647,-4.796817,GBIF,2011
Aporrectodea longa,57.677788,-4.036521,GBIF,2010
Eiseniella tetraedra,58.935029,-3.121424,GBIF,2011
Enterion cyaneum,57.655263,-4.201197,GBIF,2014
Lumbricus rubellus,57.409783,-4.994045,GBIF,2012
Lumbricus rubellus,58.169421,-5.312809,GBIF,2011
Lumbricus rubellus,56.92545,-5.872469,GBIF,2010
Lumbricus rubellus,57.189016,-3.816332,GBIF,2011
Satchellius mammalis,57.583786,-4.424398,GBIF,2010
Lumbricus rubellus,58.922261,-3.143588,GBIF,2015
Eisenia fetida,57.146009,-6.076652,GBIF,2020
Lumbricus rubellus,58.46888,-4.898405,GBIF,2011
Lumbricus rubellus,56.491286,-5.568006,GBIF,2011
Eiseniella tetraedra,58.968185,-3.228586,GBIF,2011
Enterion cyaneum,58.932617,-3.088338,GBIF,2015
Enterion cyaneum,58.014124,-3.853647,GBIF,2018
Satchellius mammalis,57.886617,-4.605032,GBIF,2010
Enterion cyaneum,57.409783,-4.994045,GBIF,2012
Lumbricus rubellus,57.601843,-4.728581,GBIF,2010
Eiseniella tetraedra,58.923051,-3.155772,GBIF,2011
Eisenia fetida,57.581386,-4.546363,GBIF,2010
Eiseniella tetraedra,58.962096,-3.207503,GBIF,2011
Dendrobaena veneta,57.581386,-4.546363,GBIF,2010
Aporrectodea caliginosa,57.581386,-4.546363,GBIF,2010
Eiseniella tetraedra,61.04466,17.07033,GBIF,1997
Aporrectodea caliginosa,48.810001,2.08,GBIF,2012
Lumbricus rubellus,48.0028,-2.2289,GBIF,2010
Lumbricus terrestris,50.849998,1.87,GBIF,2012
Aporrectodea caliginosa,48.810001,2.08,GBIF,2012
Lumbricus herculeus,49.459999,1.07,GBIF,2007
Allolobophora chlorotica,50.560001,1.46,GBIF,2009
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,49.48,0.93,GBIF,2008
Allolobophora chlorotica,53.759998,-2.71,GBIF,2008
Aporrectodea longa,48.700001,2.49,GBIF,2008
Lumbricus terrestris,50.860001,1.85,GBIF,2011
Lumbricus rubellus,48.0028,-2.2289,GBIF,2010
Allolobophora cupulifera,49.470001,0.95,GBIF,2012
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Lumbricus rubellus,49.700001,1.29,GBIF,2008
Aporrectodea caliginosa,50.560001,1.46,GBIF,2009
Allolobophora chlorotica,49.459999,1.08,GBIF,2008
Allolobophora chlorotica,49.48,0.93,GBIF,2008
Aporrectodea longa,48.700001,2.49,GBIF,2008
Bimastos rubidus,49.700001,1.29,GBIF,2008
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Perelia gestroi,45.41,11.54,GBIF,2014
Lumbricus rubellus,48.0028,-2.2289,GBIF,2010
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Aporrectodea caliginosa,48.810001,2.08,GBIF,2012
Allolobophora chlorotica,49.459999,1.07,GBIF,2007
Aporrectodea caliginosa,50.560001,1.46,GBIF,2009
Allolobophora chlorotica,53.759998,-2.71,GBIF,2008
Aporrectodea longa,48.700001,2.49,GBIF,2008
Lumbricus terrestris,50.860001,1.84,GBIF,2011
Lumbricus rubellus,49.700001,1.34,GBIF,2009
Allolobophora chlorotica,44.07,4.79,GBIF,2007
Lumbricus herculeus,49.48,0.93,GBIF,2008
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,49.48,0.93,GBIF,2008
Aporrectodea caliginosa,49.459999,1.08,GBIF,2008
Lumbricus centralis,48.381901,-1.1514,GBIF,2010
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Aporrectodea caliginosa,50.560001,1.46,GBIF,2009
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,49.43,0.51,GBIF,2008
Lumbricus castaneus,48.810001,2.12,GBIF,2008
Lumbricus terrestris,50.860001,1.84,GBIF,2011
Aporrectodea caliginosa,48.810001,2.08,GBIF,2012
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Lumbricus terrestris,50.860001,1.85,GBIF,2011
Aporrectodea caliginosa,48.810001,2.08,GBIF,2012
Allolobophora cupulifera,49.470001,0.95,GBIF,2012
Lumbricus rubellus,49.43,0.51,GBIF,2008
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,49.48,0.93,GBIF,2008
Dendrobaena octaedra,49.369999,1.13,GBIF,2008
Aporrectodea nocturna,48.005001,-2.0197,GBIF,2010
Lumbricus terrestris,50.860001,1.84,GBIF,2011
Lumbricus castaneus,49.700001,1.29,GBIF,2009
Lumbricus herculeus,49.459999,1.08,GBIF,2008
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Lumbricus herculeus,57.66,16.6,GBIF,2008
Allolobophora chlorotica,53.759998,-2.71,GBIF,2008
Enterion cyaneum,49.700001,1.29,GBIF,2008
Aporrectodea rosea,48.005001,-2.0197,GBIF,2010
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Lumbricus castaneus,49.689999,1.28,GBIF,2008
Allolobophora chlorotica,44.66,0.08,GBIF,2008
Enterion cyaneum,49.689999,1.28,GBIF,2008
Allolobophora chlorotica,50.560001,1.46,GBIF,2009
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Lumbricus herculeus,48.700001,2.49,GBIF,2008
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Lumbricus terrestris,50.860001,1.84,GBIF,2011
Eophila icterica,49.459999,1.08,GBIF,2008
Lumbricus herculeus,49.459999,1.07,GBIF,2007
Allolobophora chlorotica,49.689999,1.28,GBIF,2008
Allolobophora chlorotica,53.759998,-2.71,GBIF,2008
Lumbricus terrestris,48.740799,6.3267,GBIF,2010
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Lumbricus terrestris,56.459999,-3,GBIF,2017
Lumbricus terrestris,49.610001,0.74,GBIF,2008
Eiseniella tetraedra,50.799999,7.59,GBIF,2014
Lumbricus rubellus,49.43,0.51,GBIF,2008
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Lumbricus terrestris,48.200001,-2.93,GBIF,2008
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,57.009998,-6.28,GBIF,2009
Allolobophora chlorotica,57.009998,-6.28,GBIF,2009
Enterion cyaneum,49.700001,1.29,GBIF,2008
Lumbricus terrestris,50.860001,1.84,GBIF,2011
Lumbricus terrestris,48.740799,6.3267,GBIF,2010
Lumbricus terrestris,50.860001,1.84,GBIF,2011
Aporrectodea caliginosa,48.810001,2.08,GBIF,2012
Lumbricus rubellus,49.43,0.52,GBIF,2008
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Lumbricus herculeus,48.700001,2.49,GBIF,2008
Allolobophora chlorotica,53.759998,-2.71,GBIF,2008
Aporrectodea caliginosa,49.689999,1.28,GBIF,2008
Allolobophora chlorotica,49.48,0.93,GBIF,2008
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Lumbricus centralis,48.381901,-1.1514,GBIF,2010
Lumbricus castaneus,49.700001,1.29,GBIF,2009
Aporrectodea caliginosa,49.459999,1.07,GBIF,2007
Allolobophora chlorotica,50.540001,1.55,GBIF,2009
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,44.66,0.08,GBIF,2008
Aporrectodea longa,49.369999,1.13,GBIF,2008
Lumbricus castaneus,44.41,0.45,GBIF,2008
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Lumbricus castaneus,44.41,0.45,GBIF,2008
Lumbricus terrestris,50.860001,1.85,GBIF,2011
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Lumbricus rubellus,49.709999,1.28,GBIF,2009
Enterion festivum,49.610001,0.74,GBIF,2008
Allolobophora chlorotica,46.669998,23.65,GBIF,2007
Allolobophora chlorotica,50.560001,1.46,GBIF,2009
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Bimastos rubidus,49.700001,1.29,GBIF,2008
Perelia gestroi,45.369999,11.44,GBIF,2014
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Perelia gestroi,45.380001,11.52,GBIF,2014
Lumbricus terrestris,50.849998,1.86,GBIF,2012
Lumbricus terrestris,49.610001,0.74,GBIF,2008
Aporrectodea rosea,50.560001,1.46,GBIF,2009
Lumbricus terrestris,49.369999,1.13,GBIF,2008
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Aporrectodea caliginosa,49.369999,1.13,GBIF,2008
Aporrectodea longa,49.459999,1.08,GBIF,2008
Enterion cyaneum,49.700001,1.29,GBIF,2008
Aporrectodea caliginosa,49.689999,1.28,GBIF,2008
Aporrectodea rosea,49.689999,1.28,GBIF,2008
Lumbricus terrestris,50.860001,1.87,GBIF,2011
Aporrectodea longa,46.163799,-0.6892,GBIF,2010
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Aporrectodea caliginosa,48.810001,2.08,GBIF,2012
Lumbricus terrestris,49.610001,0.74,GBIF,2008
Allolobophora chlorotica,53.75,-2.7,GBIF,2004
Allolobophora chlorotica,53.759998,-2.71,GBIF,2008
Aporrectodea longa,59.66,10.79,GBIF,2008
Enterion cyaneum,49.700001,1.29,GBIF,2008
Lumbricus terrestris,53.700987,10.6785,GBIF,2001
Lumbricus terrestris,50.431107,9.190792,GBIF,2002
Lumbricus terrestris,54.330197,12.844421,GBIF,2004
Aporrectodea caliginosa,54.330197,12.844421,GBIF,2004
Lumbricus terrestris,52.508185,13.401835,GBIF,2007
Lumbricus terrestris,51.804729,9.67655,GBIF,2007
Lumbricus terrestris,51.095198,13.63891,GBIF,2007
Lumbricus terrestris,51.193921,6.686528,GBIF,2006
Aporrectodea caliginosa,51.25313,14.462431,GBIF,2003
Lumbricus terrestris,48.106893,10.569221,GBIF,2004
Lumbricus terrestris,53.641668,9.804854,GBIF,2003
Lumbricus terrestris,51.011374,12.919495,GBIF,2007
Lumbricus terrestris,51.456093,8.354317,GBIF,2005
Aporrectodea caliginosa,51.270693,11.156144,GBIF,2005
Lumbricus terrestris,48.090752,10.552786,GBIF,2004
Aporrectodea caliginosa,63.428067,10.510747,GBIF,2021
Lumbricus rubellus,59.861785,10.833817,GBIF,2021
Aporrectodea caliginosa,63.726781,11.292838,GBIF,2021
Eiseniella tetraedra,59.9393,10.998703,GBIF,2005
Lumbricus rubellus,59.252389,10.395278,GBIF,2017
Eiseniella tetraedra,59.789528,11.484988,GBIF,2004
Lumbricus rubellus,62.921997,8.203739,GBIF,2021
Enterion cyaneum,59.262161,10.401656,GBIF,2008
Lumbricus rubellus,62.287054,7.209124,GBIF,2020
Aporrectodea rosea,49.320198,8.549767,GBIF,2014
Lumbricus terrestris,53.490837,7.536092,GBIF,2021
Eisenia fetida,50.856415,6.156889,GBIF,2014
Lumbricus terrestris,50.00069,8.561525,GBIF,2021
Lumbricus terrestris,49.973854,8.290731,GBIF,2012
Lumbricus terrestris,50.856415,6.156889,GBIF,2015
Lumbricus terrestris,51.373692,7.374194,GBIF,2016
Lumbricus terrestris,50.860962,6.153283,GBIF,2001
Lumbricus terrestris,50.781612,6.094472,GBIF,2017
Lumbricus terrestris,50.406319,8.970337,GBIF,2020
Lumbricus terrestris,50.038727,9.713803,GBIF,2019
Lumbricus castaneus,50.79216,8.709519,GBIF,2021
Lumbricus terrestris,50.92239,11.585023,GBIF,2020
Lumbricus terrestris,50.856415,6.156889,GBIF,2016
Lumbricus terrestris,48.998016,8.525906,GBIF,2010
Lumbricus terrestris,51.484665,7.342264,GBIF,2017
Lumbricus terrestris,53.33551,7.228746,GBIF,2010
Lumbricus terrestris,50.856415,6.156889,GBIF,2015
Lumbricus terrestris,47.973255,7.82324,GBIF,2016
Lumbricus terrestris,50.94902,6.755733,GBIF,2011
Lumbricus terrestris,50.406498,8.966614,GBIF,2014
Lumbricus terrestris,51.096786,8.034697,GBIF,2011
Lumbricus terrestris,52.360828,9.808314,GBIF,2020
Lumbricus terrestris,50.856415,6.156889,GBIF,2019
Lumbricus rubellus,47.971535,7.788191,GBIF,2020
Lumbricus rubellus,50.79216,8.709519,GBIF,2021
Lumbricus terrestris,46.54977,11.526546,GBIF,2010
Lumbricus castaneus,49.320198,8.549767,GBIF,2014
Lumbricus terrestris,49.729797,8.960413,GBIF,2013
Lumbricus terrestris,52.360828,9.808314,GBIF,2021
Lumbricus terrestris,51.281731,6.377478,GBIF,2011
Lumbricus terrestris,50.221622,8.53363,GBIF,2015
Aporrectodea rosea,50.823799,7.2266,GBIF,2016
Lumbricus terrestris,53.691879,9.674921,GBIF,2010
Lumbricus terrestris,50.981518,6.584094,GBIF,2012
Lumbricus terrestris,50.856415,6.156889,GBIF,2018
Lumbricus terrestris,51.484665,7.342264,GBIF,2017
Lumbricus terrestris,49.116707,10.39768,GBIF,2019
Lumbricus terrestris,48.12442,7.754846,GBIF,2014
Lumbricus terrestris,50.136864,8.577919,GBIF,2014
Lumbricus rubellus,50.073849,10.123795,GBIF,2017
Lumbricus terrestris,50.856415,6.156889,GBIF,2020
Lumbricus terrestris,49.023972,10.623735,GBIF,2013
Lumbricus terrestris,53.536667,10.222789,GBIF,2016
Lumbricus terrestris,48.945572,9.334843,GBIF,2022
Lumbricus terrestris,50.856415,6.156889,GBIF,2018
Eisenia fetida,50.792519,12.931861,GBIF,2021
Lumbricus terrestris,48.095165,7.691331,GBIF,2017
Lumbricus terrestris,50.736019,11.476287,GBIF,2020
Lumbricus terrestris,50.856415,6.156889,GBIF,2021
Lumbricus terrestris,48.17099,8.876055,GBIF,2015
Lumbricus terrestris,52.52924,9.475308,GBIF,2012
Lumbricus terrestris,50.856216,6.152558,GBIF,2019
Lumbricus terrestris,50.856415,6.156889,GBIF,2021
Lumbricus terrestris,53.201233,9.200271,GBIF,2013
Lumbricus terrestris,51.411907,7.387941,GBIF,2012
Lumbricus terrestris,50.864063,6.144308,GBIF,2017
Lumbricus terrestris,50.94891,6.757536,GBIF,2011
Lumbricus terrestris,50.791943,8.919394,GBIF,2018
Aporrectodea caliginosa,53.201233,9.200271,GBIF,2012
Lumbricus terrestris,50.147511,10.736003,GBIF,2015
Aporrectodea caliginosa,56.379741,-4.860044,GBIF,1986
Eiseniella tetraedra,56.379741,-4.860044,GBIF,1986
Lumbricus rubellus,56.379741,-4.860044,GBIF,1986
Eiseniella tetraedra,56.379741,-4.860044,GBIF,1986
Enterion cyaneum,56.379741,-4.860044,GBIF,1986
Enterion cyaneum,56.379741,-4.860044,GBIF,1986
Lumbricus rubellus,56.379741,-4.860044,GBIF,1986
Eiseniella tetraedra,58.34875,11.80251,GBIF,2011
Eiseniella tetraedra,59.1955,15.24784,GBIF,1994
Eiseniella tetraedra,63.1923,14.61206,GBIF,1996
Lumbricus terrestris,52.275668,7.719097,GBIF,2009
Eiseniella tetraedra,59.922268,10.982246,GBIF,2000
Eiseniella tetraedra,59.212161,10.970496,GBIF,2009
Aporrectodea caliginosa,59.411192,5.281402,GBIF,2020
Lumbricus rubellus,51.856064,0.231113,GBIF,2014
Eisenia fetida,52.650101,-3.159561,GBIF,2015
Eiseniella tetraedra,53.271328,-1.047044,GBIF,2002
Eiseniella tetraedra,51.71059,0.572815,GBIF,2004
Eiseniella tetraedra,52.385791,-1.950764,GBIF,2005
Eiseniella tetraedra,52.828121,1.209972,GBIF,2015
Lumbricus castaneus,52.301328,0.293768,GBIF,2013
Helodrilus oculatus,51.71059,0.572815,GBIF,2004
Lumbricus castaneus,51.958008,1.022206,GBIF,2015
Allolobophora chlorotica,52.650101,-3.159561,GBIF,2015
Bimastos rubidus,51.71059,0.572815,GBIF,2004
Satchellius mammalis,52.650101,-3.159561,GBIF,2015
Lumbricus castaneus,52.650101,-3.159561,GBIF,2015
Allolobophora chlorotica,51.858677,0.235599,GBIF,2014
Eisenia fetida,53.375569,-1.761717,GBIF,2010
Eiseniella tetraedra,52.385755,-1.950809,GBIF,2004
Eiseniella tetraedra,52.824891,1.196372,GBIF,2015
Eiseniella tetraedra,52.902502,1.252655,GBIF,2015
Aporrectodea caliginosa,52.301328,0.293768,GBIF,2013
Lumbricus terrestris,51.856064,0.231113,GBIF,2014
Lumbricus castaneus,51.856064,0.231113,GBIF,2014
Eiseniella tetraedra,62.84994,13.63226,GBIF,1994
Lumbricus terrestris,51.09921,8.036671,GBIF,2009
Enterion festivum,49.610001,0.74,GBIF,2008
Aporrectodea caliginosa,49.48,0.93,GBIF,2008
Aporrectodea rosea,44.59,3.64,GBIF,2008
Enterion cyaneum,49.700001,1.29,GBIF,2008
Lumbricus herculeus,49.48,0.93,GBIF,2008
Allolobophora chlorotica,54.09,-2.7,GBIF,2009
Lumbricus terrestris,50.860001,1.84,GBIF,2011
Lumbricus castaneus,49.700001,1.29,GBIF,2008
Allolobophora chlorotica,50.560001,1.46,GBIF,2009
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Aporrectodea caliginosa,49.43,0.51,GBIF,2008
Aporrectodea rosea,49.43,0.51,GBIF,2008
Lumbricus terrestris,50.869999,1.86,GBIF,2011
Eiseniella tetraedra,49.43,0.51,GBIF,2008
Allolobophora chlorotica,49.459999,1.07,GBIF,2007
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Allolobophora chlorotica,49.369999,1.13,GBIF,2008
Aporrectodea caliginosa,48.810001,2.12,GBIF,2008
Aporrectodea rosea,49.689999,1.28,GBIF,2008
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Allolobophora chlorotica,49.459999,1.07,GBIF,2007
Lumbricus herculeus,49.48,0.93,GBIF,2008
Lumbricus herculeus,63.169998,14.52,GBIF,2008
Aporrectodea caliginosa,48.200001,-2.93,GBIF,2008
Aporrectodea rosea,49.369999,1.13,GBIF,2008
Lumbricus herculeus,49.459999,1.07,GBIF,2007
Lumbricus herculeus,48.700001,2.49,GBIF,2008
Lumbricus centralis,48.381901,-1.1514,GBIF,2010
Lumbricus terrestris,50.860001,1.86,GBIF,2011
Lumbricus castaneus,49.700001,1.29,GBIF,2009
Enterion festivum,49.459999,1.07,GBIF,2007
Allolobophora chlorotica,46.669998,23.65,GBIF,2007
Lumbricus terrestris,56.209999,10.21,GBIF,2008
Lumbricus rubellus,48.0028,-2.2289,GBIF,2010
Lumbricus terrestris,50.849998,1.86,GBIF,2012
Allolobophora chlorotica,49.459999,1.07,GBIF,2007
Allolobophora chlorotica,48.810001,2.12,GBIF,2008
Perelia gestroi,45.330002,11.66,GBIF,2014
Lumbricus terrestris,48.740799,6.3267,GBIF,2010
Lumbricus terrestris,50.860001,1.84,GBIF,2011
Aporrectodea caliginosa,48.810001,2.08,GBIF,2012
Lumbricus rubellus,49.709999,1.28,GBIF,2009
Allolobophora chlorotica,50.130001,1.37,GBIF,2009
Lumbricus friendi,46.673599,-1.4267,GBIF,2010
Lumbricus terrestris,50.860001,1.85,GBIF,2012
Eophila icterica,49.459999,1.08,GBIF,2008
Lumbricus terrestris,49.610001,0.74,GBIF,2008
Aporrectodea caliginosa,50.540001,1.55,GBIF,2009
Lumbricus friendi,46.163799,-0.6892,GBIF,2010
Lumbricus terrestris,50.860001,1.85,GBIF,2011
Eiseniella tetraedra,49.43,0.51,GBIF,2008
Lumbricus terrestris,49.610001,0.74,GBIF,2008
Lumbricus terrestris,49.459999,1.07,GBIF,2007
Allolobophora chlorotica,50.540001,1.55,GBIF,2009
Aporrectodea caliginosa,49.48,0.93,GBIF,2008
Lumbricus terrestris,50.849998,1.87,GBIF,2012
Lumbricus terrestris,49.610001,0.74,GBIF,2008
Lumbricus rubellus,49.610001,0.74,GBIF,2008
Lumbricus herculeus,48.700001,2.49,GBIF,2008
Allolobophora chlorotica,53.759998,-2.71,GBIF,2008
Aporrectodea longa,49.610001,0.74,GBIF,2008
Bimastos eiseni,49.43,0.52,GBIF,2008
