"IUCNcat","SSP","sumCell","coverage","coverage_km2","SpeciesID"
"Not.Applicable","ssp585",228.261145778155,0.0029,1141.31,"Aporr_rose_ssp585_mean"
"Not.Assigned","ssp585",1340.43665777736,0.017,6702.18,"Aporr_rose_ssp585_mean"
"Not.Reported","ssp585",11387.5175305163,0.1444,56937.59,"Aporr_rose_ssp585_mean"
"Outside.PA","ssp585",51709.2961922078,0.6556,258546.48,"Aporr_rose_ssp585_mean"
"Presence","ssp585",78873,1,394365,"Aporr_rose_ssp585_mean"
"Protected","ssp585",14207.4884737203,0.1801,71037.44,"Aporr_rose_ssp585_mean"
"Unprotected","ssp585",64665.5115262797,0.8199,323327.56,"Aporr_rose_ssp585_mean"
"V","ssp585",11713.5746703162,0.1485,58567.87,"Aporr_rose_ssp585_mean"
"VI","ssp585",122.415576123465,0.0016,612.08,"Aporr_rose_ssp585_mean"
"Ia","ssp126",64.764560165021,0.0012,323.82,"Dendr_atte_ssp126_mean"
"Ib","ssp126",19.6179444748664,4e-04,98.09,"Dendr_atte_ssp126_mean"
"II","ssp126",455.56090855148,0.0083,2277.8,"Dendr_atte_ssp126_mean"
"III","ssp126",36.8560045420774,7e-04,184.28,"Dendr_atte_ssp126_mean"
"IV","ssp126",1815.19848576297,0.0332,9075.99,"Dendr_atte_ssp126_mean"
"Not.Applicable","ssp126",255.189897692168,0.0047,1275.95,"Dendr_atte_ssp126_mean"
"Not.Assigned","ssp126",1226.03216778008,0.0224,6130.16,"Dendr_atte_ssp126_mean"
"Not.Reported","ssp126",8936.38803497489,0.1632,44681.94,"Dendr_atte_ssp126_mean"
"Outside.PA","ssp126",32477.9587026505,0.5933,162389.79,"Dendr_atte_ssp126_mean"
"Presence","ssp126",54745,1,273725,"Dendr_atte_ssp126_mean"
"Protected","ssp126",11849.4311969024,0.2164,59247.16,"Dendr_atte_ssp126_mean"
"Unprotected","ssp126",42895.5688030976,0.7836,214477.84,"Dendr_atte_ssp126_mean"
"V","ssp126",9212.51941005081,0.1683,46062.6,"Dendr_atte_ssp126_mean"
