"Group_name","Species","SpeciesID","Fct_group","Comment","Ecogroup_Phillips","Acc_name","Species_Briones","Ecogroup_Briones","Species_final","Genus","Percent_Epigeic","Percent_Anecic","Percent_Endogeic","Ecogroup_Bottinelli","Ecogroup","kingdom","subkingdom","infrakingdom","superphylum","phylum","class","superorder","order","suborder","superfamily","family","Records","NumCells_2km"
"Earthworms","Apporectodea rosea","Aporr_rose",NA,NA,NA,"Apporectodea rosea",NA,NA,"Apporectodea rosea","Apporectodea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12370,2543
"Earthworms","Balanteodrilus pearsei","Balan_pear",NA,NA,"Endogeic","Balanteodrilus pearsei",NA,NA,"Balanteodrilus pearsei","Balanteodrilus",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Belladrilus emilianii","Bella_emil",NA,NA,"Endogeic","Belladrilus emilianii",NA,NA,"Belladrilus emilianii","Belladrilus",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Ocnerodrilidae",0,0
"Earthworms","Bimastos antiquus","Bimas_anti",NA,NA,NA,"Bimastos antiquus",NA,NA,"Bimastos antiquus","Bimastos",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Bimastos jordanis","Bimas_jord",NA,NA,NA,"Bimastos jordanis",NA,NA,"Bimastos jordanis","Bimastos",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Bimastos parvus","Bimas_parv",NA,NA,"Epigeic","Bimastos parvus","Bimastos parvus","Epigeic","Bimastos parvus","Bimastos",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",17,1
"Earthworms","Bimastus eiseni","Bimas_eise",NA,NA,NA,"Bimastus eiseni",NA,NA,"Bimastus eiseni","Bimastus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"Earthworms","Bismastus eiseni","Bimas_eise",NA,NA,NA,"Bimastus eiseni",NA,NA,"Bimastus eiseni","Bimastus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"Earthworms","Bimastus parvus","Bimas_parv",NA,NA,NA,"Bimastus parvus",NA,NA,"Bimastus parvus","Bimastus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1
"Earthworms","Cataladrilus edwardsi","Catal_edwa",NA,NA,NA,"Cataladrilus edwardsi",NA,NA,"Cataladrilus edwardsi","Cataladrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Cataladrilus monticola","Catal_mont",NA,NA,NA,"Cataladrilus monticola",NA,NA,"Cataladrilus monticola","Cataladrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Cataladrilus porquerollensis","Catal_porq",NA,NA,NA,"Cataladrilus porquerollensis",NA,NA,"Cataladrilus porquerollensis","Cataladrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Cernosvitovia bertae","Cerno_bert",NA,NA,NA,"Cernosvitovia bertae",NA,NA,"Cernosvitovia bertae","Cernosvitovia",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Cernosvitovia dudichi","Cerno_dudi",NA,NA,NA,"Cernosvitovia dudichi",NA,NA,"Cernosvitovia dudichi","Cernosvitovia",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Cernosvitovia rebeli","Cerno_rebe",NA,NA,NA,"Cernosvitovia rebeli",NA,NA,"Cernosvitovia rebeli","Cernosvitovia",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4,2
"Earthworms","Cernosvitovia schweigeri","Cerno_schw",NA,NA,NA,"Cernosvitovia schweigeri",NA,NA,"Cernosvitovia schweigeri","Cernosvitovia",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",1,1
"Earthworms","Criodrilus lacuum","Criod_lacu",NA,NA,"Anecic","Criodrilus lacuum","Criodrilus lacuum","Anecic","Criodrilus lacuum","Criodrilus",NA,NA,NA,NA,"Anecic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Criodrilidae",9,8
"Earthworms","Dendrobaena alpina","Dendr_alpi",NA,NA,NA,"Dendrobaena alpina","Dendrobaena alpina","Epigeic","Dendrobaena alpina","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",30,11
"Earthworms","Dendrobaena attemsi","Dendr_atte",NA,NA,"Epigeic","Dendrobaena attemsi","Dendrobaena attemsi","Epigeic","Dendrobaena attemsi","Dendrobaena",83,0,17,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",398,130
"Earthworms","Dendrobaena auriculata","Dendr_auri",NA,NA,NA,"Dendrobaena auriculata","Dendrobaena auriculata","Epigeic","Dendrobaena auriculata","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",8,4
"Earthworms","Dendrobaena auriculifera","Dendr_auri",NA,NA,NA,"Dendrobaena auriculifera",NA,NA,"Dendrobaena auriculifera","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",8,4
"Earthworms","Dendrobaena byblica","Dendr_bybl",NA,NA,"Epigeic","Dendrobaena byblica","Dendrobaena byblica","Epigeic","Dendrobaena byblica","Dendrobaena",100,0,0,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",16,15
"Earthworms","Dendrobaena clujensis","Dendr_cluj",NA,NA,NA,"Dendrobaena clujensis","Dendrobaena clujensis","Anecic","Dendrobaena clujensis","Dendrobaena",NA,NA,NA,NA,"Anecic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",1,1
"Earthworms","Firzingeria depressa","Dendr_depr",NA,NA,"Anecic",NA,"Dendrobaena depressa","Anecic","Dendrobaena depressa","Dendrobaena",NA,NA,NA,NA,"Anecic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",10,6
"Earthworms","Dendrobaena franzi","Dendr_fran",NA,NA,"Epigeic","Dendrobaena franzi","Dendrobaena franzi","Epigeic","Dendrobaena franzi","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",1,1
"Earthworms","Dendrobaena fridericae","Dendr_frid",NA,NA,NA,"Dendrobaena fridericae",NA,NA,"Dendrobaena fridericae","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",1,1
"Earthworms","Dendrobaena pygmaea gallurensis","Dendr_gall",NA,NA,"Epigeic","Dendrobaena pygmaea gallurensis","Dendrobaena gallurensis","Epigeic","Dendrobaena gallurensis","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",10,6
"Earthworms","Dendrobaena ganglbaueri","Dendr_gang",NA,NA,"Epigeic","Dendrobaena ganglbaueri",NA,NA,"Dendrobaena ganglbaueri","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4,3
"Earthworms","Dendrobaena hortensis","Dendr_hort",NA,NA,"Epigeic","Dendrobaena hortensis","Dendrobaena hortensis","Epigeic","Dendrobaena hortensis","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",87,60
"Earthworms","Dendrobaena illyricus","Dendr_illy",NA,NA,NA,"Dendrobaena illyricus","Dendrobaena illyrica",NA,"Dendrobaena illyrica","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",135,110
"Earthworms","Dendrobaena illyrica","Dendr_illy",NA,NA,NA,"Dendrobaena illyrica","Dendrobaena illyrica","Epigeic","Dendrobaena illyrica","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",135,110
"Earthworms","Dendrobaena lusitana","Dendr_lusi",NA,NA,"Epigeic","Dendrobaena lusitana","Dendrobaena lusitana","Epigeic","Dendrobaena lusitana","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",3,3
"Earthworms","Dendrobaena mariupolienis","Dendr_mari",NA,NA,NA,"Dendrobaena mariupolienis",NA,NA,"Dendrobaena mariupolienis","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dendrobaena octaedra","Dendr_octa",NA,NA,"Epigeic","Dendrobaena octaedra","Dendrobaena octaedra","Epigeic","Dendrobaena octaedra","Dendrobaena",97,0,3,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",6496,1346
"Earthworms","Dendrobaena orientalis","Dendr_orie",NA,NA,NA,"Dendrobaena orientalis",NA,NA,"Dendrobaena orientalis","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",2,0
"Earthworms","Dendrobaena osellai","Dendr_osel",NA,NA,NA,"Dendrobaena osellai",NA,NA,"Dendrobaena osellai","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dendrobaena pantaleonis","Dendr_pant",NA,NA,"Epigeic","Dendrobaena pantaleonis","Dendrobaena pantaleonis","Epigeic","Dendrobaena pantaleonis","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4,3
"Earthworms","Dendrobaena pavliceki","Dendr_pavl",NA,NA,NA,"Dendrobaena pavliceki",NA,NA,"Dendrobaena pavliceki","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dendrobaena pentheri","Dendr_pent",NA,NA,NA,"Dendrobaena pentheri",NA,NA,"Dendrobaena pentheri","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dendrobaena persimilis","Dendr_pers",NA,NA,NA,"Dendrobaena persimilis",NA,NA,"Dendrobaena persimilis","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",9,9
"Earthworms","Dendrobaena perula","Dendr_peru",NA,NA,NA,"Dendrobaena perula",NA,NA,"Dendrobaena perula","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",1,1
"Earthworms","Firzingeria platyura","Dendr_plat",NA,NA,"Anecic","Fitzingeria platyura","Dendrobaena platyura","Anecic","Dendrobaena platyura","Dendrobaena",NA,NA,NA,NA,"Anecic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4,2
"Earthworms","Dendrobaena platyura","Dendr_plat",NA,NA,NA,"Dendrobaena platyura",NA,NA,"Dendrobaena platyura","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4,2
"Earthworms","Dendrobaena pseudorrosea","Dendr_pseu",NA,NA,NA,"Dendrobaena pseudorrosea",NA,NA,"Dendrobaena pseudorrosea","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dendrobaena pygmaea","Dendr_pygm",NA,NA,"Epigeic","Dendrobaena pygmaea","Dendrobaena pygmaea","Epigeic","Dendrobaena pygmaea","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",30,27
"Earthworms","Dendrobaena cognettii","Dendr_pygm",NA,NA,NA,"Dendrobaena cognettii","Dendrobaena pygmaea","Epigeic","Dendrobaena pygmaea","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",30,27
"Earthworms","Enterion pygmaeum","Dendr_pygm",NA,NA,NA,"Enterion pygmaeum","Dendrobaena pygmaea",NA,"Dendrobaena pygmaea","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",30,27
"Earthworms","Dendrobaena ressli","Dendr_ress",NA,NA,NA,"Dendrobaena ressli",NA,NA,"Dendrobaena ressli","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dendrobaena rubida","Dendr_rubi",NA,NA,NA,"Dendrobaena rubida",NA,NA,"Dendrobaena rubida","Dendrobaena",93,7,0,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4241,940
"Earthworms","Dendrobaena ruffoi","Dendr_ruff",NA,NA,NA,"Dendrobaena ruffoi",NA,NA,"Dendrobaena ruffoi","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dendrobaena schmidti","Dendr_schm",NA,NA,NA,NA,"Dendrobaena schmidti","Endogeic","Dendrobaena schmidti","Dendrobaena",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",3,0
"Earthworms","Dendrobaena schmidti schmidti","Dendr_schm",NA,NA,"Endogeic","Dendrobaena schmidti schmidti","Dendrobaena schmidti schmidti","Endogeic","Dendrobaena schmidti schmidti","Dendrobaena",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",3,0
"Earthworms","Dendrobaena schmidti tellermanica","Dendr_schm",NA,NA,"Endogeic","Dendrobaena schmidti tellermanica","Dendrobaena schmidti tellermanica","Endogeic","Dendrobaena schmidti tellermanica","Dendrobaena",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",3,0
"Earthworms","Dendrobaena semitica","Dendr_semi",NA,NA,NA,"Dendrobaena semitica",NA,NA,"Dendrobaena semitica","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4,1
"Earthworms","Dendrobaena succincta","Dendr_succ",NA,NA,NA,"Dendrobaena succincta",NA,NA,"Dendrobaena succincta","Dendrobaena",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dendrobaena vejdovskyi","Dendr_vejd",NA,NA,NA,"Dendrobaena vejdovskyi","Dendrobaena vejdovskyi","Epigeic","Dendrobaena vejdovskyi","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",105,8
"Earthworms","Dendrobaena veneta","Dendr_vene",NA,NA,"Epigeic","Dendrobaena veneta","Dendrobaena veneta","Epigeic","Dendrobaena veneta","Dendrobaena",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",56,36
"Earthworms","Dendrodilus rubidus","Dendr_rubi",NA,NA,NA,"Dendrodilus rubidus",NA,NA,"Dendrodilus rubidus","Dendrodilus",93,7,0,"Epigeic","Epigeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",4241,940
"Earthworms","Dendrodrilus rubidus","Dendr_rubi",NA,NA,"Epigeic","Dendrodrilus rubidus","Dendrodrilus rubidus","Epigeic","Dendrodrilus rubidus","Dendrodrilus",93,7,0,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4241,940
"Earthworms","Dendrodrilus rubidus subrubicundus","Dendr_rubi",NA,NA,"Epigeic","Dendrodrilus rubidus subrubicundus","Dendrodrilus rubidus subrubicundus","Epigeic","Dendrodrilus rubidus subrubicundus","Dendrodrilus",93,7,0,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4241,940
"Earthworms","Dendrodrilus rubidus tenuis","Dendr_rubi",NA,NA,"Epigeic","Dendrodrilus rubidus tenuis","Dendrodrilus rubidus tenuis","Epigeic","Dendrodrilus rubidus tenuis","Dendrodrilus",93,7,0,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4241,940
"Earthworms","Bimastos rubidus","Dendr_rubi",NA,NA,NA,"Bimastos rubidus","Dendrodrilus rubidus tenuis","Epigeic","Dendrodrilus rubidus tenuis","Dendrodrilus",93,7,0,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",4241,940
"Earthworms","Dichogaster affinis","Dicho_affi",NA,NA,"Epi-Endogeic","Dichogaster affinis",NA,NA,"Dichogaster affinis","Dichogaster",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster baeri","Dicho_baer",NA,NA,"Epigeic","Dichogaster baeri",NA,NA,"Dichogaster baeri","Dichogaster",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster bolaui","Dicho_bola",NA,NA,"Epi-Endogeic","Dichogaster bolaui","Dichogaster bolaui","Epi-Endogeic","Dichogaster bolaui","Dichogaster",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",2,2
"Earthworms","Dichogaster ehrhardti","Dicho_ehrh",NA,NA,"Epigeic","Dichogaster ehrhardti",NA,NA,"Dichogaster ehrhardti","Dichogaster",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster gracilis","Dicho_grac",NA,NA,"Epi-Endogeic","Dichogaster gracilis",NA,NA,"Dichogaster gracilis","Dichogaster",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster leroyi","Dicho_lero",NA,NA,"Epigeic","Dichogaster leroyi",NA,NA,"Dichogaster leroyi","Dichogaster",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster mamillata","Dicho_mami",NA,NA,"Epigeic","Dichogaster mamillata",NA,NA,"Dichogaster mamillata","Dichogaster",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster modiglianii","Dicho_modi",NA,NA,NA,"Dichogaster modiglianii",NA,NA,"Dichogaster modiglianii","Dichogaster",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster notabilis","Dicho_nota",NA,NA,"Epigeic","Dichogaster notabilis",NA,NA,"Dichogaster notabilis","Dichogaster",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster papillosa","Dicho_papi",NA,NA,"Epigeic","Dichogaster papillosa",NA,NA,"Dichogaster papillosa","Dichogaster",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster saliens","Dicho_sali",NA,NA,"Epi-Endogeic","Dichogaster saliens",NA,NA,"Dichogaster saliens","Dichogaster",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Dichogaster terraenigrae","Dicho_terr",NA,NA,"Endogeic","Dichogaster terraenigrae",NA,NA,"Dichogaster terraenigrae","Dichogaster",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Diplocardia hulberti","Diplo_hulb",NA,NA,"Epi-Endogeic","Diplocardia hulberti",NA,NA,"Diplocardia hulberti","Diplocardia",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Diplocardia kansensis","Diplo_kans",NA,NA,"Epigeic","Diplocardia kansensis",NA,NA,"Diplocardia kansensis","Diplocardia",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Diplocardia longiseta","Diplo_long",NA,NA,"Endogeic","Diplocardia longiseta",NA,NA,"Diplocardia longiseta","Diplocardia",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Diplocardia singularis","Diplo_sing",NA,NA,"Endogeic","Diplocardia singularis",NA,NA,"Diplocardia singularis","Diplocardia",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
